,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,OU_O05,OU_U05,OU_O15,OU_U15,OU_O25,OU_U25,BTTS_Yes,BTTS_No,season_id,match_id,saison,nom_compétition,pays
99813,2023-10-05 01:00:00,Pumas UNAM,Querétaro,4,0,H,2,0,H,1.8,3.4,4.2,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1,9525,6413492,2023,Mexico Liga MX,Mexico
37850,2023-10-05 03:00:00,Tigres UANL,Toluca,2,2,D,1,1,D,1.8,3.3,4.2,1.03,13.0,1.22,4.0,1.75,2.05,1.67,2.1,9525,6413494,2023,Mexico Liga MX,Mexico
99836,2023-10-05 03:10:00,Santos Laguna,Tijuana,2,1,H,1,1,D,1.8,3.6,4.0,1.02,15.0,1.18,4.75,1.67,2.15,1.62,2.2,9525,6413515,2023,Mexico Liga MX,Mexico
37851,2023-10-07 03:00:00,Mazatlán,América,1,2,A,1,0,H,3.9,3.7,1.9,1.04,10.0,1.22,4.0,1.73,2.1,1.62,2.15,9525,6413495,2023,Mexico Liga MX,Mexico
37852,2023-10-07 23:00:00,Monterrey,Juárez,3,1,H,2,0,H,1.67,3.8,4.33,1.0,10.5,1.21,3.74,1.8,2.0,1.8,1.95,9525,6413496,2023,Mexico Liga MX,Mexico
37853,2023-10-08 01:00:00,Pachuca,Tigres UANL,1,1,D,1,1,D,2.75,3.5,2.3,1.03,13.0,1.25,3.75,1.8,2.0,1.67,2.1,9525,6413497,2023,Mexico Liga MX,Mexico
37854,2023-10-08 01:00:00,Guadalajara,Atlas,4,1,H,1,1,D,2.1,3.4,3.1,1.06,8.5,1.35,3.1,2.05,1.75,1.91,1.91,9525,6413498,2023,Mexico Liga MX,Mexico
37855,2023-10-08 03:10:00,Cruz Azul,Pumas UNAM,1,4,A,1,1,D,2.15,3.6,2.88,1.02,15.0,1.22,4.2,1.73,2.08,1.62,2.2,9525,6413499,2023,Mexico Liga MX,Mexico
37856,2023-10-08 18:00:00,Toluca,Querétaro,3,1,H,1,1,D,1.75,3.5,4.2,1.04,12.0,1.25,3.75,1.8,2.0,1.7,2.05,9525,6413500,2023,Mexico Liga MX,Mexico
99822,2023-10-08 23:00:00,Necaxa,Puebla,1,2,A,0,2,A,2.1,3.4,3.1,1.05,9.5,1.3,3.4,1.95,1.85,1.75,2.0,9525,6413501,2023,Mexico Liga MX,Mexico
37858,2023-10-09 01:05:00,Santos Laguna,León,0,2,A,0,1,A,2.1,3.6,3.0,1.02,13.0,1.19,4.25,1.57,2.35,1.5,2.5,9525,6413502,2023,Mexico Liga MX,Mexico
37859,2023-10-09 03:00:00,Tijuana,Atlético San Luis,2,1,H,1,0,H,2.2,3.75,2.7,1.02,15.0,1.22,4.2,1.6,2.3,1.53,2.38,9525,6413503,2023,Mexico Liga MX,Mexico
99825,2023-10-21 01:00:00,Atlas,Mazatlán,1,3,A,1,2,A,1.61,3.88,4.7,1.03,15.0,1.22,4.2,1.65,2.1,1.7,2.05,9525,6413504,2023,Mexico Liga MX,Mexico
37861,2023-10-21 01:06:00,Juárez,Pachuca,0,1,A,0,0,D,2.23,3.45,2.84,1.03,13.0,1.25,3.75,1.72,2.0,1.62,2.2,9525,6413505,2023,Mexico Liga MX,Mexico
99827,2023-10-21 03:10:00,Puebla,Guadalajara,0,2,A,0,1,A,2.91,3.45,2.19,1.03,13.0,1.22,4.0,1.72,2.0,1.62,2.2,9525,6413506,2023,Mexico Liga MX,Mexico
37863,2023-10-21 23:00:00,León,Toluca,1,0,H,1,0,H,2.06,3.62,3.05,1.02,17.0,1.18,4.75,1.55,2.3,1.5,2.5,9525,6413507,2023,Mexico Liga MX,Mexico
37864,2023-10-22 01:00:00,América,Santos Laguna,4,3,H,3,2,H,1.52,4.27,5.1,1.02,13.0,1.16,5.0,1.53,2.4,1.67,2.1,9525,6413508,2023,Mexico Liga MX,Mexico
37868,2023-10-22 01:06:00,Querétaro,Tijuana,1,0,H,0,0,D,2.38,3.4,3.0,1.04,10.5,1.24,3.6,1.8,2.0,1.62,2.2,9525,6413512,2023,Mexico Liga MX,Mexico
99830,2023-10-22 03:10:00,Tigres UANL,Cruz Azul,2,1,H,0,1,A,1.7,3.85,4.13,1.03,12.0,1.2,4.1,1.6,2.2,1.67,2.1,9525,6413509,2023,Mexico Liga MX,Mexico
99831,2023-10-22 18:00:00,Pumas UNAM,Monterrey,0,1,A,0,0,D,2.57,3.43,2.44,1.03,11.5,1.21,4.0,1.62,2.15,1.53,2.38,9525,6413510,2023,Mexico Liga MX,Mexico
99832,2023-10-23 00:00:00,Atlético San Luis,Necaxa,4,0,H,2,0,H,1.73,3.75,4.75,1.02,15.0,1.2,4.33,1.65,2.2,1.62,2.2,9525,6413511,2023,Mexico Liga MX,Mexico
37869,2023-10-25 01:00:00,León,Atlas,1,1,D,0,1,A,1.98,3.23,3.63,1.06,10.0,1.33,3.25,2.0,1.75,1.8,1.95,9525,6413513,2023,Mexico Liga MX,Mexico
99752,2023-10-26 01:00:00,Monterrey,Tijuana,3,1,H,2,0,H,1.58,3.7,5.3,1.04,11.0,1.21,4.0,1.62,2.15,1.7,2.05,9525,6413431,2023,Mexico Liga MX,Mexico
37872,2023-10-26 03:06:00,Juárez,Atlético San Luis,3,2,H,2,0,H,2.17,3.47,2.93,1.02,15.0,1.2,4.5,1.6,2.2,1.53,2.38,9525,6413516,2023,Mexico Liga MX,Mexico
37873,2023-10-28 01:00:00,Necaxa,Pumas UNAM,1,0,H,0,0,D,3.2,3.8,2.1,1.03,13.0,1.22,4.2,1.73,2.08,1.67,2.1,9525,6413517,2023,Mexico Liga MX,Mexico
37874,2023-10-28 03:00:00,Mazatlán,Querétaro,3,0,H,0,0,D,2.25,3.6,2.9,1.03,13.0,1.22,4.0,1.75,2.05,1.62,2.2,9525,6413518,2023,Mexico Liga MX,Mexico
37875,2023-10-28 23:00:00,Cruz Azul,León,1,0,H,1,0,H,2.7,3.5,2.45,0.0,0.0,0.0,0.0,1.8,2.0,1.67,2.1,9525,6413519,2023,Mexico Liga MX,Mexico
99841,2023-10-29 01:00:00,Pachuca,Puebla,1,1,D,1,1,D,1.67,3.8,5.0,1.02,15.0,1.2,4.5,1.62,2.25,1.62,2.2,9525,6413520,2023,Mexico Liga MX,Mexico
99842,2023-10-29 01:05:00,Guadalajara,Tigres UANL,0,4,A,0,1,A,2.55,3.3,2.7,1.05,10.0,1.33,3.25,2.0,1.8,1.75,2.0,9525,6413521,2023,Mexico Liga MX,Mexico
99843,2023-10-29 03:10:00,Monterrey,América,0,3,A,0,3,A,2.6,3.5,2.55,1.02,15.0,1.2,4.5,1.65,2.2,1.53,2.38,9525,6413522,2023,Mexico Liga MX,Mexico
99844,2023-10-29 18:00:00,Toluca,Atlético San Luis,3,1,H,1,0,H,1.95,3.4,3.8,1.04,13.0,1.22,4.2,1.73,2.08,1.62,2.2,9525,6413523,2023,Mexico Liga MX,Mexico
37880,2023-10-30 01:05:00,Santos Laguna,Juárez,5,1,H,2,1,H,1.73,3.75,4.75,1.03,13.0,1.22,4.2,1.7,2.1,1.67,2.1,9525,6413524,2023,Mexico Liga MX,Mexico
37881,2023-10-30 03:06:00,Tijuana,Atlas,2,0,H,1,0,H,2.0,3.5,3.75,1.05,10.0,1.3,3.4,2.0,1.8,1.8,1.95,9525,6413525,2023,Mexico Liga MX,Mexico
99847,2023-11-01 01:00:00,Toluca,Puebla,0,1,A,0,0,D,1.6,3.8,5.75,1.04,11.0,1.28,3.6,1.8,2.0,1.8,1.95,9525,6413526,2023,Mexico Liga MX,Mexico
99848,2023-11-01 01:00:00,Querétaro,Guadalajara,1,2,A,0,2,A,3.3,3.3,2.15,1.03,9.0,1.25,3.6,1.8,2.0,1.62,2.2,9525,6413527,2023,Mexico Liga MX,Mexico
99849,2023-11-01 03:10:00,León,Pumas UNAM,1,1,D,0,1,A,2.05,3.3,3.6,1.04,11.0,1.28,3.6,1.85,1.95,1.7,2.05,9525,6413528,2023,Mexico Liga MX,Mexico
99850,2023-11-01 03:10:00,Monterrey,Necaxa,3,0,H,1,0,H,1.4,4.5,7.5,1.02,15.0,1.2,4.33,1.67,2.15,1.91,1.91,9525,6413529,2023,Mexico Liga MX,Mexico
99852,2023-11-02 01:00:00,Cruz Azul,Juárez,2,0,H,1,0,H,2.08,3.3,3.28,1.03,13.0,1.22,4.33,1.62,2.15,1.57,2.25,9525,6413531,2023,Mexico Liga MX,Mexico
99851,2023-11-02 01:00:00,Atlas,Pachuca,0,2,A,0,1,A,2.15,3.3,3.4,1.06,10.0,1.33,3.3,1.95,1.85,1.75,2.0,9525,6413530,2023,Mexico Liga MX,Mexico
37888,2023-11-02 03:00:00,Mazatlán,Santos Laguna,3,1,H,2,1,H,2.63,3.25,2.49,1.03,13.0,1.2,4.33,1.6,2.2,1.5,2.5,9525,6413532,2023,Mexico Liga MX,Mexico
37889,2023-11-02 03:00:00,Atlético San Luis,América,0,1,A,0,1,A,4.33,3.5,1.8,1.02,15.0,1.18,4.75,1.55,2.3,1.53,2.38,9525,6413533,2023,Mexico Liga MX,Mexico
99855,2023-11-02 03:06:00,Tijuana,Tigres UANL,2,0,H,2,0,H,3.42,3.05,2.13,1.03,9.5,1.23,3.7,1.8,1.9,1.62,2.2,9525,6413534,2023,Mexico Liga MX,Mexico
37891,2023-11-04 03:00:00,Puebla,León,5,4,H,1,3,A,3.6,3.91,2.02,1.02,21.0,1.13,4.9,1.49,2.38,1.48,2.5,9525,6413535,2023,Mexico Liga MX,Mexico
37892,2023-11-04 22:55:00,Tigres UANL,Atlético San Luis,2,2,D,0,0,D,1.58,3.91,4.55,1.04,15.0,1.19,4.2,1.62,2.12,1.7,2.08,9525,6413536,2023,Mexico Liga MX,Mexico
37893,2023-11-05 01:00:00,América,Tijuana,3,0,H,0,0,D,1.5,4.13,5.0,1.0,18.0,1.17,4.5,1.53,2.24,1.68,2.05,9525,6413537,2023,Mexico Liga MX,Mexico
99860,2023-11-05 03:00:00,Pachuca,Monterrey,0,2,A,0,2,A,2.55,3.43,2.34,1.05,12.0,1.25,3.6,1.76,1.92,1.63,2.1,9525,6413539,2023,Mexico Liga MX,Mexico
99859,2023-11-05 03:05:00,Guadalajara,Cruz Azul,1,0,H,0,0,D,1.75,3.63,3.81,1.04,13.0,1.25,3.75,1.76,1.92,1.7,1.98,9525,6413538,2023,Mexico Liga MX,Mexico
37896,2023-11-05 18:00:00,Pumas UNAM,Atlas,3,0,H,1,0,H,1.95,3.33,3.36,1.06,8.0,1.33,3.25,1.81,1.86,1.7,2.0,9525,6413540,2023,Mexico Liga MX,Mexico
99862,2023-11-05 22:00:00,Necaxa,Mazatlán,4,0,H,2,0,H,2.25,3.33,2.73,1.04,10.0,1.25,3.75,1.7,1.95,1.62,2.15,9525,6413541,2023,Mexico Liga MX,Mexico
37898,2023-11-06 00:05:00,Santos Laguna,Toluca,3,1,H,1,0,H,2.12,3.82,3.09,1.02,12.0,1.17,4.5,1.38,2.66,1.48,2.54,9525,6413542,2023,Mexico Liga MX,Mexico
37899,2023-11-06 02:06:00,Juárez,Querétaro,0,3,A,0,1,A,1.87,3.7,3.97,1.04,10.0,1.25,3.75,1.82,1.99,1.62,2.15,9525,6413543,2023,Mexico Liga MX,Mexico
99807,2023-11-09 02:00:00,Monterrey,Santos Laguna,3,0,H,1,0,H,1.65,3.6,4.5,1.02,10.0,1.2,4.0,1.67,2.15,1.67,2.1,9525,6413486,2023,Mexico Liga MX,Mexico
99865,2023-11-11 01:00:00,Atlas,Necaxa,0,0,D,0,0,D,1.77,3.82,4.41,1.01,9.9,1.25,3.75,1.83,1.97,1.7,2.05,9525,6413544,2023,Mexico Liga MX,Mexico
99866,2023-11-11 01:06:00,Mazatlán,Toluca,1,0,H,0,0,D,3.05,3.66,2.21,1.02,20.0,1.14,4.9,1.47,2.39,1.45,2.55,9525,6413545,2023,Mexico Liga MX,Mexico
37902,2023-11-11 03:10:00,Tijuana,Pachuca,2,3,A,1,0,H,2.32,3.49,2.98,1.03,15.0,1.2,4.0,1.68,2.1,1.53,2.38,9525,6413546,2023,Mexico Liga MX,Mexico
37903,2023-11-11 23:00:00,Querétaro,Monterrey,0,0,D,0,0,D,3.8,3.8,1.7,1.04,10.0,1.2,4.33,1.62,2.25,1.57,2.25,9525,6413547,2023,Mexico Liga MX,Mexico
37904,2023-11-11 23:00:00,Atlético San Luis,Santos Laguna,0,2,A,0,2,A,1.95,3.6,3.1,1.04,10.0,1.22,4.2,1.65,2.2,1.55,2.3,9525,6413548,2023,Mexico Liga MX,Mexico
99870,2023-11-12 01:00:00,Pumas UNAM,Guadalajara,1,0,H,1,0,H,2.28,3.47,3.06,1.05,9.0,1.29,3.5,1.68,2.05,1.62,2.2,9525,6413549,2023,Mexico Liga MX,Mexico
99871,2023-11-12 03:10:00,Tigres UANL,América,0,0,D,0,0,D,2.38,3.37,2.97,1.03,11.0,1.2,4.33,1.6,2.2,1.53,2.38,9525,6413550,2023,Mexico Liga MX,Mexico
37907,2023-11-13 00:00:00,Cruz Azul,Puebla,1,2,A,1,1,D,1.94,3.91,3.51,1.03,9.0,1.15,4.6,1.57,2.35,1.53,2.38,9525,6413551,2023,Mexico Liga MX,Mexico
99873,2023-11-13 02:05:00,León,Juárez,2,1,H,2,1,H,1.67,4.0,5.0,1.03,15.0,1.16,4.3,1.65,2.2,1.67,2.1,9525,6413552,2023,Mexico Liga MX,Mexico
37911,2023-11-24 01:00:00,Atlético San Luis,León,3,2,H,2,1,H,2.7,3.4,2.5,1.02,17.0,1.2,4.5,1.65,2.2,1.53,2.38,9525,7262691,2023,Mexico Liga MX,Mexico
37912,2023-11-24 03:10:00,Santos Laguna,Mazatlán,2,1,H,1,0,H,1.62,4.2,5.0,1.03,12.5,1.16,4.75,1.53,2.4,1.62,2.2,9525,7262692,2023,Mexico Liga MX,Mexico
37915,2023-11-27 02:06:00,León,Santos Laguna,3,2,H,2,0,H,1.73,4.0,4.5,1.01,16.5,1.09,5.5,1.44,2.7,1.44,2.63,9525,7270456,2023,Mexico Liga MX,Mexico
99883,2023-11-30 01:06:00,León,América,2,2,D,2,1,H,2.8,3.6,2.3,1.02,2.42,1.17,5.0,1.57,2.35,1.5,2.5,9525,7272392,2023,Mexico Liga MX,Mexico
99881,2023-11-30 03:10:00,Atlético San Luis,Monterrey,1,0,H,1,0,H,3.1,3.6,2.2,1.03,11.5,1.18,4.68,1.6,2.3,1.52,2.51,9525,7270457,2023,Mexico Liga MX,Mexico
99878,2023-12-01 01:00:00,Puebla,Tigres UANL,2,2,D,1,1,D,3.67,3.73,1.89,1.03,11.25,1.19,4.48,1.63,2.24,1.54,2.38,9525,7262693,2023,Mexico Liga MX,Mexico
37909,2023-12-01 03:05:00,Guadalajara,Pumas UNAM,1,0,H,1,0,H,2.1,3.4,3.3,1.01,9.9,1.25,3.8,1.8,1.98,1.68,2.15,9525,7262266,2023,Mexico Liga MX,Mexico
37919,2023-12-03 01:00:00,América,León,2,0,H,0,0,D,1.59,3.77,4.65,1.04,13.0,1.22,4.0,1.73,2.08,1.8,1.95,9525,7272393,2023,Mexico Liga MX,Mexico
37917,2023-12-03 03:10:00,Monterrey,Atlético San Luis,1,1,D,1,0,H,1.45,4.16,5.59,1.06,10.0,1.29,3.5,1.95,1.85,2.0,1.75,9525,7270458,2023,Mexico Liga MX,Mexico
37910,2023-12-04 00:00:00,Pumas UNAM,Guadalajara,3,0,H,2,0,H,2.15,3.4,3.0,1.05,9.5,1.29,3.55,1.9,1.9,1.75,2.0,9525,7262267,2023,Mexico Liga MX,Mexico
37914,2023-12-04 02:10:00,Tigres UANL,Puebla,3,0,H,2,0,H,1.44,4.0,6.5,1.04,10.0,1.18,4.75,1.57,2.35,1.7,2.05,9525,7262694,2023,Mexico Liga MX,Mexico
99885,2023-12-07 03:00:00,Atlético San Luis,América,0,5,A,0,2,A,3.4,3.6,1.91,1.02,15.0,1.22,4.2,1.73,2.08,1.67,2.1,9525,7277239,2023,Mexico Liga MX,Mexico
99886,2023-12-08 03:00:00,Pumas UNAM,Tigres UANL,0,1,A,0,0,D,2.5,3.2,2.63,1.04,11.0,1.3,3.4,1.85,1.95,1.7,2.05,9525,7277240,2023,Mexico Liga MX,Mexico
99887,2023-12-10 02:00:00,América,Atlético San Luis,0,2,A,0,0,D,1.7,3.8,3.75,1.02,15.5,1.13,4.85,1.61,2.18,1.95,1.8,9525,7277241,2023,Mexico Liga MX,Mexico
37923,2023-12-11 02:00:00,Tigres UANL,Pumas UNAM,1,1,D,1,1,D,1.5,4.0,5.0,1.04,10.0,1.2,4.5,1.6,2.3,1.7,2.05,9525,7277242,2023,Mexico Liga MX,Mexico
37924,2023-12-15 03:00:00,Tigres UANL,América,1,1,D,0,0,D,2.5,3.6,2.4,1.01,3.4,1.27,3.4,1.85,1.95,1.7,2.05,9525,7282642,2023,Mexico Liga MX,Mexico
37925,2023-12-18 01:30:00,América,Tigres UANL,3,0,H,0,0,D,2.0,3.03,3.87,1.1,6.25,1.5,2.37,2.6,1.48,2.2,1.62,9525,7282643,2023,Mexico Liga MX,Mexico
99891,2024-01-13 01:00:00,Querétaro,Toluca,2,2,D,1,0,H,2.8,3.25,2.45,1.04,13.0,1.28,3.6,1.85,1.95,1.67,2.1,9525,7294022,2023,Mexico Liga MX,Mexico
99892,2024-01-13 03:00:00,Mazatlán,Atlético San Luis,0,1,A,0,0,D,2.55,3.4,2.63,1.03,15.0,1.22,4.0,1.75,2.05,1.62,2.2,9525,7294023,2023,Mexico Liga MX,Mexico
99893,2024-01-14 01:00:00,Cruz Azul,Pachuca,0,1,A,0,0,D,2.2,3.4,3.1,1.03,13.0,1.22,4.0,1.75,2.05,1.62,2.2,9525,7294024,2023,Mexico Liga MX,Mexico
99894,2024-01-14 01:05:00,Guadalajara,Santos Laguna,1,1,D,0,0,D,2.0,3.5,3.75,1.02,15.0,1.22,4.2,1.73,2.08,1.62,2.2,9525,7294025,2023,Mexico Liga MX,Mexico
99896,2024-01-14 03:00:00,Tijuana,América,0,2,A,0,0,D,2.63,3.5,2.55,1.03,15.0,1.23,4.36,1.7,2.1,1.57,2.25,9525,7294027,2023,Mexico Liga MX,Mexico
99895,2024-01-14 03:00:00,Monterrey,Puebla,2,0,H,0,0,D,1.4,4.75,7.0,1.02,17.0,1.18,4.75,1.57,2.35,1.8,1.95,9525,7294026,2023,Mexico Liga MX,Mexico
99897,2024-01-14 18:00:00,Pumas UNAM,Juárez,1,0,H,0,0,D,1.53,4.2,5.75,1.02,15.0,1.2,4.5,1.7,2.1,1.75,2.0,9525,7294028,2023,Mexico Liga MX,Mexico
37933,2024-01-15 00:00:00,Necaxa,Atlas,2,1,H,0,1,A,2.7,3.2,2.7,1.06,9.5,1.36,3.1,2.15,1.67,1.91,1.91,9525,7294029,2023,Mexico Liga MX,Mexico
99899,2024-01-18 01:00:00,León,Tigres UANL,1,2,A,0,0,D,2.55,3.2,2.75,1.02,8.8,1.28,3.2,2.0,1.8,1.75,2.0,9525,7294030,2023,Mexico Liga MX,Mexico
99900,2024-01-20 01:00:00,Puebla,Necaxa,1,2,A,0,0,D,1.89,3.47,3.67,1.01,9.9,1.23,3.56,1.78,1.95,1.7,2.05,9525,7294031,2023,Mexico Liga MX,Mexico
99901,2024-01-20 03:00:00,Atlético San Luis,Pumas UNAM,3,1,H,1,0,H,2.57,3.4,2.46,1.0,10.2,1.21,3.74,1.72,2.0,1.62,2.2,9525,7294032,2023,Mexico Liga MX,Mexico
99902,2024-01-20 03:10:00,Juárez,Cruz Azul,0,0,D,0,0,D,2.26,3.37,2.85,1.01,11.0,1.22,4.1,1.75,1.95,1.67,2.1,9525,7294033,2023,Mexico Liga MX,Mexico
37938,2024-01-20 23:00:00,Toluca,Mazatlán,4,1,H,1,1,D,2.15,3.3,3.1,1.02,15.0,1.2,4.5,1.85,1.85,1.67,2.1,9525,7294034,2023,Mexico Liga MX,Mexico
37939,2024-01-21 01:05:00,América,Querétaro,2,0,H,0,0,D,1.45,4.3,6.0,1.02,10.0,1.18,4.33,1.58,2.2,1.8,1.95,9525,7294035,2023,Mexico Liga MX,Mexico
99905,2024-01-21 03:10:00,Atlas,Tijuana,0,0,D,0,0,D,2.06,3.2,3.42,1.07,7.5,1.33,3.25,2.1,1.68,1.91,1.91,9525,7294036,2023,Mexico Liga MX,Mexico
37942,2024-01-22 00:00:00,Tigres UANL,Guadalajara,1,0,H,0,0,D,1.85,3.38,3.95,1.05,10.0,1.33,3.25,1.95,1.78,1.91,1.91,9525,7294038,2023,Mexico Liga MX,Mexico
99908,2024-01-22 02:05:00,Santos Laguna,Monterrey,0,2,A,0,1,A,2.86,3.4,2.24,1.02,15.0,1.2,4.33,1.62,2.15,1.53,2.38,9525,7294039,2023,Mexico Liga MX,Mexico
99910,2024-01-25 01:00:00,Monterrey,Querétaro,1,1,D,1,0,H,1.44,4.2,7.5,1.03,13.0,1.22,4.33,1.67,2.15,1.91,1.91,9525,7294041,2023,Mexico Liga MX,Mexico
99909,2024-01-25 01:00:00,Atlético San Luis,Tigres UANL,1,2,A,1,0,H,3.4,3.6,2.05,1.04,12.0,1.28,3.6,1.85,1.95,1.75,2.0,9525,7294040,2023,Mexico Liga MX,Mexico
37946,2024-01-25 03:06:00,Juárez,América,0,2,A,0,1,A,4.03,3.85,1.83,1.02,15.0,1.22,4.2,1.7,2.1,1.7,2.05,9525,7294042,2023,Mexico Liga MX,Mexico
37947,2024-01-27 01:00:00,Puebla,Toluca,1,1,D,1,1,D,3.64,3.65,1.97,1.01,12.9,1.18,4.1,1.67,2.15,1.62,2.2,9525,7294043,2023,Mexico Liga MX,Mexico
37948,2024-01-27 03:00:00,Tijuana,Guadalajara,1,1,D,1,0,H,2.48,3.27,2.9,1.03,8.2,1.32,2.98,2.15,1.67,1.95,1.8,9525,7294044,2023,Mexico Liga MX,Mexico
99915,2024-01-27 23:00:00,León,Santos Laguna,3,2,H,0,1,A,1.83,3.93,3.89,1.02,17.0,1.16,5.0,1.53,2.4,1.5,2.5,9525,7294046,2023,Mexico Liga MX,Mexico
99914,2024-01-27 23:00:00,Cruz Azul,Mazatlán,2,1,H,2,1,H,1.65,4.0,4.75,1.02,17.0,1.18,4.75,1.6,2.3,1.62,2.2,9525,7294045,2023,Mexico Liga MX,Mexico
37951,2024-01-28 01:00:00,Monterrey,Atlético San Luis,3,1,H,2,1,H,1.46,4.06,5.59,1.02,15.0,1.22,4.2,1.7,2.1,1.8,1.95,9525,7294047,2023,Mexico Liga MX,Mexico
99917,2024-01-28 03:05:00,Necaxa,América,0,0,D,0,0,D,3.96,3.54,1.74,1.03,13.0,1.22,4.2,1.7,2.1,1.67,2.1,9525,7294048,2023,Mexico Liga MX,Mexico
37954,2024-01-28 23:15:00,Pumas UNAM,Pachuca,3,1,H,2,1,H,1.91,3.4,3.8,1.04,12.0,1.28,3.6,1.9,1.9,1.75,2.0,9525,7294050,2023,Mexico Liga MX,Mexico
99918,2024-01-29 01:00:00,Atlas,Juárez,2,1,H,2,0,H,1.83,3.6,4.36,1.05,10.0,1.33,3.25,2.0,1.8,1.91,1.91,9525,7294049,2023,Mexico Liga MX,Mexico
37955,2024-01-29 03:00:00,Querétaro,Tigres UANL,1,1,D,1,0,H,3.61,3.5,2.03,1.04,11.0,1.3,3.5,1.8,2.0,1.75,2.0,9525,7294051,2023,Mexico Liga MX,Mexico
37957,2024-01-31 01:00:00,Mazatlán,León,2,2,D,2,1,H,2.41,3.16,2.64,1.02,9.2,1.26,3.34,1.83,1.83,1.7,2.05,9525,7294053,2023,Mexico Liga MX,Mexico
99921,2024-01-31 01:00:00,Cruz Azul,Tijuana,1,0,H,0,0,D,1.73,3.75,4.5,1.0,10.5,1.21,3.74,1.75,2.05,1.75,2.0,9525,7294052,2023,Mexico Liga MX,Mexico
99925,2024-01-31 03:00:00,Santos Laguna,Puebla,3,0,H,0,0,D,1.92,3.18,3.65,1.03,14.0,1.19,3.92,1.7,2.1,1.62,2.2,9525,7294056,2023,Mexico Liga MX,Mexico
99923,2024-01-31 03:05:00,Guadalajara,Toluca,3,2,H,2,2,D,2.25,3.48,3.12,1.01,10.25,1.22,3.65,1.95,1.85,1.75,2.0,9525,7294054,2023,Mexico Liga MX,Mexico
37959,2024-02-01 01:00:00,Pachuca,Atlas,4,3,H,3,2,H,1.85,3.5,4.2,1.05,11.0,1.3,3.5,1.9,1.9,1.8,1.95,9525,7294055,2023,Mexico Liga MX,Mexico
99926,2024-02-01 03:00:00,Pumas UNAM,Necaxa,2,2,D,1,0,H,1.85,3.75,4.0,1.03,13.0,1.22,4.0,1.75,2.05,1.7,2.05,9525,7294057,2023,Mexico Liga MX,Mexico
99927,2024-02-03 01:00:00,Querétaro,Cruz Azul,1,3,A,1,3,A,3.25,3.1,2.3,1.06,8.5,1.28,3.5,1.9,1.9,1.7,2.05,9525,7294058,2023,Mexico Liga MX,Mexico
99928,2024-02-03 03:00:00,Puebla,Mazatlán,3,2,H,1,1,D,1.53,4.33,5.5,1.03,11.0,1.2,4.5,1.62,2.25,1.75,2.0,9525,7294059,2023,Mexico Liga MX,Mexico
99929,2024-02-03 23:00:00,Toluca,León,4,1,H,3,0,H,2.25,3.2,3.3,1.05,9.5,1.2,4.33,1.67,2.15,1.53,2.38,9525,7294060,2023,Mexico Liga MX,Mexico
99930,2024-02-03 23:06:00,Juárez,Necaxa,2,2,D,1,1,D,2.3,3.25,3.0,1.05,10.5,1.3,3.2,2.0,1.8,1.75,2.0,9525,7294061,2023,Mexico Liga MX,Mexico
37967,2024-02-04 01:05:00,Tigres UANL,Pumas UNAM,2,2,D,1,0,H,1.8,3.6,4.33,1.05,9.0,1.28,3.55,1.85,1.95,1.8,1.95,9525,7294063,2023,Mexico Liga MX,Mexico
37966,2024-02-04 01:10:00,Pachuca,Tijuana,3,2,H,2,1,H,1.85,3.3,4.5,1.03,8.2,1.26,3.34,1.95,1.85,1.75,2.0,9525,7294062,2023,Mexico Liga MX,Mexico
99933,2024-02-04 03:10:00,América,Monterrey,1,1,D,1,1,D,1.81,3.7,4.34,1.04,12.0,1.3,3.5,1.9,1.89,1.8,1.95,9525,7294064,2023,Mexico Liga MX,Mexico
99934,2024-02-05 00:00:00,Atlas,Santos Laguna,3,0,H,2,0,H,2.38,3.2,3.1,1.05,11.0,1.28,3.75,1.85,1.95,1.62,2.2,9525,7294065,2023,Mexico Liga MX,Mexico
99935,2024-02-05 01:00:00,Atlético San Luis,Guadalajara,0,2,A,0,1,A,2.63,3.2,2.63,1.05,11.0,1.33,3.3,2.0,1.8,1.7,2.05,9525,7294066,2023,Mexico Liga MX,Mexico
99906,2024-02-08 03:10:00,Pachuca,León,3,2,H,1,2,A,2.35,3.5,2.91,1.02,15.0,1.2,4.33,1.59,2.13,1.55,2.35,9525,7294037,2023,Mexico Liga MX,Mexico
37971,2024-02-10 01:00:00,Mazatlán,Atlas,2,0,H,0,0,D,2.55,3.5,2.55,1.04,12.0,1.28,3.6,1.85,1.95,1.67,2.1,9525,7294067,2023,Mexico Liga MX,Mexico
37972,2024-02-10 03:10:00,Tijuana,Querétaro,1,1,D,1,1,D,1.83,3.78,4.47,1.04,12.0,1.3,3.5,1.91,1.96,1.8,1.95,9525,7294068,2023,Mexico Liga MX,Mexico
37973,2024-02-10 23:00:00,Necaxa,Toluca,3,3,D,2,1,H,3.44,3.78,2.09,1.02,17.0,1.17,4.2,1.55,2.19,1.55,2.29,9525,7294069,2023,Mexico Liga MX,Mexico
