,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,OU_O05,OU_U05,OU_O15,OU_U15,OU_O25,OU_U25,BTTS_Yes,BTTS_No,season_id,match_id,saison,nom_compétition,pays
40497,2015-08-15 00:30:00,Veracruz,Querétaro,2,2,D,2,2,D,2.51,3.29,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,84995,2015,Mexico Liga MX,Mexico
40498,2015-08-15 02:30:00,Santos Laguna,América,0,2,A,0,1,A,2.75,3.47,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,84996,2015,Mexico Liga MX,Mexico
102464,2015-08-15 22:00:00,Cruz Azul,Tijuana,1,3,A,1,2,A,1.72,3.62,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,84997,2015,Mexico Liga MX,Mexico
40500,2015-08-15 23:30:00,Morelia,León,3,4,A,1,2,A,2.3,3.44,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,84998,2015,Mexico Liga MX,Mexico
40501,2015-08-16 00:00:00,Tigres UANL,Chiapas,4,1,H,2,0,H,1.78,3.67,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,84999,2015,Mexico Liga MX,Mexico
40502,2015-08-16 01:06:00,Pachuca,Pumas UNAM,1,2,A,0,1,A,2.4,3.42,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85000,2015,Mexico Liga MX,Mexico
102468,2015-08-16 01:30:00,Atlas,Puebla,2,1,H,2,0,H,2.36,3.32,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85001,2015,Mexico Liga MX,Mexico
102469,2015-08-16 02:00:00,Dorados,Monterrey,1,4,A,0,2,A,2.96,3.28,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85002,2015,Mexico Liga MX,Mexico
102470,2015-08-16 17:00:00,Toluca,Guadalajara,3,1,H,2,0,H,1.98,3.32,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85003,2015,Mexico Liga MX,Mexico
40506,2015-08-22 00:30:00,Querétaro,Cruz Azul,4,2,H,2,0,H,2.82,3.31,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85004,2015,Mexico Liga MX,Mexico
40508,2015-08-22 22:00:00,América,Veracruz,3,1,H,2,0,H,1.6,4.21,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85006,2015,Mexico Liga MX,Mexico
40509,2015-08-23 00:00:00,Monterrey,Santos Laguna,1,1,D,0,0,D,1.76,3.88,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85007,2015,Mexico Liga MX,Mexico
40510,2015-08-23 01:06:00,León,Guadalajara,1,0,H,1,0,H,1.73,3.9,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85008,2015,Mexico Liga MX,Mexico
102476,2015-08-23 01:30:00,Atlas,Toluca,1,2,A,1,1,D,2.52,3.3,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85009,2015,Mexico Liga MX,Mexico
102477,2015-08-23 02:00:00,Chiapas,Morelia,3,1,H,1,1,D,2.51,3.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85010,2015,Mexico Liga MX,Mexico
40513,2015-08-23 17:00:00,Pumas UNAM,Dorados,2,0,H,1,0,H,1.63,3.99,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85011,2015,Mexico Liga MX,Mexico
40514,2015-08-23 22:00:00,Puebla,Pachuca,3,2,H,1,2,A,2.5,3.44,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85012,2015,Mexico Liga MX,Mexico
40515,2015-08-29 00:30:00,Veracruz,Monterrey,2,1,H,1,1,D,3.09,3.35,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85013,2015,Mexico Liga MX,Mexico
40516,2015-08-29 02:30:00,Santos Laguna,Pumas UNAM,3,4,A,2,3,A,2.14,3.58,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85014,2015,Mexico Liga MX,Mexico
102482,2015-08-29 22:00:00,Cruz Azul,América,0,2,A,0,0,D,2.58,3.41,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85015,2015,Mexico Liga MX,Mexico
40518,2015-08-30 00:00:00,Tigres UANL,Querétaro,5,1,H,4,1,H,1.69,3.87,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85016,2015,Mexico Liga MX,Mexico
40519,2015-08-30 01:06:00,Pachuca,Atlas,1,1,D,0,1,A,2.09,3.57,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85017,2015,Mexico Liga MX,Mexico
102485,2015-08-30 01:30:00,Morelia,Tijuana,1,2,A,0,0,D,2.26,3.46,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85018,2015,Mexico Liga MX,Mexico
102486,2015-08-30 02:00:00,Dorados,Puebla,1,0,H,0,0,D,2.91,3.43,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85019,2015,Mexico Liga MX,Mexico
102487,2015-08-30 17:00:00,Toluca,León,1,3,A,1,0,H,2.41,3.53,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85020,2015,Mexico Liga MX,Mexico
40523,2015-08-30 22:30:00,Guadalajara,Chiapas,4,1,H,2,0,H,2.38,3.29,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85021,2015,Mexico Liga MX,Mexico
102489,2015-09-12 00:30:00,Querétaro,Morelia,0,1,A,0,1,A,2.34,3.42,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85022,2015,Mexico Liga MX,Mexico
102490,2015-09-12 02:30:00,Tijuana,Guadalajara,2,1,H,1,1,D,2.14,3.43,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85023,2015,Mexico Liga MX,Mexico
102491,2015-09-12 22:00:00,América,Tigres UANL,0,1,A,0,1,A,2.39,3.47,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85024,2015,Mexico Liga MX,Mexico
102492,2015-09-13 00:00:00,Monterrey,Cruz Azul,1,1,D,0,1,A,2.2,3.44,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85025,2015,Mexico Liga MX,Mexico
40528,2015-09-13 01:06:00,Pachuca,Toluca,3,4,A,3,1,H,2.46,3.49,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85026,2015,Mexico Liga MX,Mexico
40529,2015-09-13 01:30:00,Atlas,Dorados,3,2,H,2,0,H,1.91,3.55,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85027,2015,Mexico Liga MX,Mexico
40530,2015-09-13 02:00:00,Chiapas,León,6,2,H,3,1,H,2.91,3.53,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85028,2015,Mexico Liga MX,Mexico
102496,2015-09-13 17:00:00,Pumas UNAM,Veracruz,3,0,H,3,0,H,2.03,3.65,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85029,2015,Mexico Liga MX,Mexico
40532,2015-09-13 22:00:00,Puebla,Santos Laguna,0,1,A,0,0,D,2.46,3.54,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85030,2015,Mexico Liga MX,Mexico
40533,2015-09-19 00:30:00,Veracruz,Puebla,2,1,H,0,1,A,2.14,3.51,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85031,2015,Mexico Liga MX,Mexico
102499,2015-09-19 02:30:00,Santos Laguna,Atlas,0,2,A,0,0,D,1.97,3.71,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85032,2015,Mexico Liga MX,Mexico
40535,2015-09-19 22:00:00,Cruz Azul,Pumas UNAM,2,1,H,1,1,D,2.27,3.49,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85033,2015,Mexico Liga MX,Mexico
40536,2015-09-20 00:00:00,Tigres UANL,Monterrey,3,1,H,0,1,A,1.88,3.76,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85034,2015,Mexico Liga MX,Mexico
102502,2015-09-20 01:06:00,León,Tijuana,2,1,H,1,0,H,1.83,3.95,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85035,2015,Mexico Liga MX,Mexico
40538,2015-09-20 01:30:00,Morelia,América,0,3,A,0,0,D,3.09,3.44,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85036,2015,Mexico Liga MX,Mexico
102504,2015-09-20 02:00:00,Dorados,Pachuca,1,2,A,1,1,D,2.56,3.45,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85037,2015,Mexico Liga MX,Mexico
102505,2015-09-20 17:00:00,Toluca,Chiapas,1,1,D,0,1,A,1.96,3.62,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85038,2015,Mexico Liga MX,Mexico
102506,2015-09-20 22:00:00,Guadalajara,Querétaro,2,1,H,1,0,H,2.17,3.43,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85039,2015,Mexico Liga MX,Mexico
40542,2015-09-26 00:30:00,Querétaro,León,3,0,H,1,0,H,2.85,3.56,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85040,2015,Mexico Liga MX,Mexico
102508,2015-09-26 02:30:00,Tijuana,Chiapas,1,1,D,0,0,D,2.16,3.56,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85041,2015,Mexico Liga MX,Mexico
102509,2015-09-26 22:00:00,América,Guadalajara,1,2,A,1,2,A,1.72,3.98,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85042,2015,Mexico Liga MX,Mexico
40545,2015-09-27 00:00:00,Monterrey,Morelia,2,2,D,1,1,D,1.96,3.64,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85043,2015,Mexico Liga MX,Mexico
40546,2015-09-27 01:06:00,Pachuca,Santos Laguna,0,0,D,0,0,D,2.13,3.62,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85044,2015,Mexico Liga MX,Mexico
40547,2015-09-27 01:30:00,Atlas,Veracruz,0,1,A,0,0,D,2.13,3.54,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85045,2015,Mexico Liga MX,Mexico
102513,2015-09-27 02:00:00,Dorados,Toluca,1,2,A,1,0,H,3.09,3.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85046,2015,Mexico Liga MX,Mexico
40550,2015-09-27 22:00:00,Puebla,Cruz Azul,2,1,H,2,1,H,2.74,3.39,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85048,2015,Mexico Liga MX,Mexico
102516,2015-09-30 01:00:00,Toluca,Tijuana,4,1,H,1,0,H,1.85,3.77,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85049,2015,Mexico Liga MX,Mexico
40552,2015-09-30 01:06:00,León,América,3,0,H,2,0,H,2.95,3.3,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85050,2015,Mexico Liga MX,Mexico
40553,2015-09-30 01:30:00,Guadalajara,Monterrey,2,1,H,1,1,D,2.78,3.36,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85051,2015,Mexico Liga MX,Mexico
40554,2015-09-30 02:00:00,Santos Laguna,Dorados,1,1,D,1,0,H,1.76,3.88,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85052,2015,Mexico Liga MX,Mexico
40555,2015-09-30 02:00:00,Veracruz,Pachuca,0,1,A,0,0,D,2.55,3.47,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85053,2015,Mexico Liga MX,Mexico
40556,2015-09-30 02:00:00,Chiapas,Querétaro,0,0,D,0,0,D,2.13,3.51,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85054,2015,Mexico Liga MX,Mexico
102523,2015-10-01 01:30:00,Cruz Azul,Atlas,1,1,D,0,1,A,1.96,3.55,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85056,2015,Mexico Liga MX,Mexico
40559,2015-10-01 01:45:00,Tigres UANL,Puebla,0,1,A,0,1,A,1.6,4.06,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85057,2015,Mexico Liga MX,Mexico
40560,2015-10-03 00:30:00,Querétaro,Tijuana,2,1,H,0,0,D,2.13,3.65,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85058,2015,Mexico Liga MX,Mexico
102526,2015-10-03 22:00:00,América,Chiapas,2,1,H,1,1,D,1.67,4.06,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85059,2015,Mexico Liga MX,Mexico
40563,2015-10-04 00:00:00,Monterrey,León,4,0,H,3,0,H,2.28,3.6,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85061,2015,Mexico Liga MX,Mexico
40562,2015-10-04 00:00:00,Santos Laguna,Toluca,0,0,D,0,0,D,2.19,3.61,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85060,2015,Mexico Liga MX,Mexico
40564,2015-10-04 01:30:00,Atlas,Tigres UANL,0,1,A,0,0,D,2.91,3.4,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85062,2015,Mexico Liga MX,Mexico
102531,2015-10-04 22:00:00,Puebla,Morelia,1,3,A,0,1,A,2.2,3.51,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85064,2015,Mexico Liga MX,Mexico
40567,2015-10-10 01:30:00,Monterrey,Puebla,1,1,D,1,0,H,1.79,3.85,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85065,2015,Mexico Liga MX,Mexico
40568,2015-10-17 00:30:00,Veracruz,Santos Laguna,0,3,A,0,2,A,2.39,3.35,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85066,2015,Mexico Liga MX,Mexico
40569,2015-10-17 02:30:00,Tijuana,América,0,2,A,0,2,A,2.94,3.46,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85067,2015,Mexico Liga MX,Mexico
102535,2015-10-17 22:00:00,Cruz Azul,Dorados,1,1,D,1,0,H,1.75,3.85,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85068,2015,Mexico Liga MX,Mexico
40571,2015-10-18 00:00:00,Tigres UANL,Pachuca,2,1,H,1,0,H,1.68,3.99,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85069,2015,Mexico Liga MX,Mexico
102537,2015-10-18 01:06:00,León,Pumas UNAM,1,3,A,0,1,A,2.26,3.59,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85070,2015,Mexico Liga MX,Mexico
40573,2015-10-18 01:30:00,Morelia,Atlas,0,1,A,0,1,A,2.15,3.49,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85071,2015,Mexico Liga MX,Mexico
40574,2015-10-18 02:00:00,Chiapas,Monterrey,2,2,D,1,1,D,2.89,3.47,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85072,2015,Mexico Liga MX,Mexico
40575,2015-10-18 17:00:00,Toluca,Querétaro,4,2,H,3,1,H,1.96,3.67,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85073,2015,Mexico Liga MX,Mexico
40576,2015-10-18 22:00:00,Guadalajara,Puebla,1,1,D,1,1,D,2.11,3.44,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85074,2015,Mexico Liga MX,Mexico
102542,2015-10-24 00:30:00,Veracruz,Toluca,3,2,H,3,1,H,3.12,3.48,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85075,2015,Mexico Liga MX,Mexico
40578,2015-10-24 02:30:00,Santos Laguna,Cruz Azul,1,2,A,1,1,D,2.08,3.53,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85076,2015,Mexico Liga MX,Mexico
40579,2015-10-24 22:00:00,América,Querétaro,0,1,A,0,0,D,1.59,4.25,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85077,2015,Mexico Liga MX,Mexico
40580,2015-10-25 01:00:00,Monterrey,Tijuana,3,1,H,1,0,H,1.65,4.1,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85078,2015,Mexico Liga MX,Mexico
40581,2015-10-25 01:06:00,Pachuca,Morelia,2,0,H,0,0,D,2.09,3.61,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85079,2015,Mexico Liga MX,Mexico
40582,2015-10-25 02:00:00,Dorados,Tigres UANL,0,0,D,0,0,D,4.37,3.67,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85080,2015,Mexico Liga MX,Mexico
102548,2015-10-25 18:00:00,Pumas UNAM,Chiapas,2,3,A,1,2,A,1.76,3.96,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85081,2015,Mexico Liga MX,Mexico
40584,2015-10-25 23:00:00,Puebla,León,1,0,H,1,0,H,2.58,3.53,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85082,2015,Mexico Liga MX,Mexico
102550,2015-10-31 01:30:00,Querétaro,Monterrey,3,1,H,2,0,H,2.58,3.5,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85083,2015,Mexico Liga MX,Mexico
40587,2015-10-31 23:00:00,Cruz Azul,Veracruz,1,1,D,1,0,H,1.79,3.83,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85085,2015,Mexico Liga MX,Mexico
40588,2015-11-01 01:00:00,Tigres UANL,Santos Laguna,2,2,D,1,0,H,1.74,3.91,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85086,2015,Mexico Liga MX,Mexico
40589,2015-11-01 02:06:00,León,Atlas,2,1,H,2,1,H,2.02,3.71,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85087,2015,Mexico Liga MX,Mexico
102555,2015-11-01 02:30:00,Morelia,Dorados,4,0,H,1,0,H,1.82,3.72,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85088,2015,Mexico Liga MX,Mexico
102556,2015-11-01 03:00:00,Chiapas,Puebla,1,0,H,1,0,H,2.07,3.65,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85089,2015,Mexico Liga MX,Mexico
40592,2015-11-01 18:00:00,Toluca,América,2,3,A,0,2,A,2.49,3.51,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85090,2015,Mexico Liga MX,Mexico
102558,2015-11-01 23:00:00,Guadalajara,Pachuca,4,4,D,3,1,H,2.32,3.48,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85091,2015,Mexico Liga MX,Mexico
40594,2015-11-07 01:30:00,Veracruz,Tigres UANL,1,3,A,0,2,A,3.59,3.4,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85092,2015,Mexico Liga MX,Mexico
40595,2015-11-07 03:30:00,Santos Laguna,Morelia,2,3,A,2,1,H,2.06,3.62,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85093,2015,Mexico Liga MX,Mexico
40596,2015-11-07 23:00:00,Cruz Azul,Toluca,1,2,A,0,2,A,2.22,3.54,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85094,2015,Mexico Liga MX,Mexico
40597,2015-11-08 01:00:00,Monterrey,América,2,1,H,0,1,A,2.59,3.49,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85095,2015,Mexico Liga MX,Mexico
102563,2015-11-08 02:06:00,Pachuca,León,3,2,H,1,2,A,2.04,3.79,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85096,2015,Mexico Liga MX,Mexico
102564,2015-11-08 02:30:00,Atlas,Chiapas,2,3,A,2,2,D,2.22,3.51,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85097,2015,Mexico Liga MX,Mexico
102565,2015-11-08 03:00:00,Dorados,Guadalajara,2,1,H,0,0,D,2.56,3.38,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85098,2015,Mexico Liga MX,Mexico
102566,2015-11-08 18:00:00,Pumas UNAM,Querétaro,2,1,H,1,0,H,2.08,3.61,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85099,2015,Mexico Liga MX,Mexico
102567,2015-11-08 23:00:00,Puebla,Tijuana,2,1,H,2,0,H,2.08,3.53,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85100,2015,Mexico Liga MX,Mexico
102568,2015-11-11 03:00:00,Dorados,Veracruz,0,0,D,0,0,D,2.66,3.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85101,2015,Mexico Liga MX,Mexico
102569,2015-11-12 02:30:00,Atlas,Guadalajara,0,1,A,0,0,D,2.24,3.39,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85102,2015,Mexico Liga MX,Mexico
40605,2015-11-15 02:06:00,Pachuca,Cruz Azul,1,2,A,0,1,A,1.81,3.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85103,2015,Mexico Liga MX,Mexico
102571,2015-11-21 01:30:00,Querétaro,Puebla,0,0,D,0,0,D,2.14,3.51,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85104,2015,Mexico Liga MX,Mexico
40607,2015-11-21 03:30:00,Tijuana,Atlas,2,0,H,0,0,D,2.17,3.53,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85105,2015,Mexico Liga MX,Mexico
102573,2015-11-21 23:00:00,América,Pumas UNAM,1,1,D,1,0,H,1.87,3.82,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85106,2015,Mexico Liga MX,Mexico
102574,2015-11-22 01:00:00,Tigres UANL,Cruz Azul,0,0,D,0,0,D,1.76,3.92,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85107,2015,Mexico Liga MX,Mexico
40610,2015-11-22 02:06:00,León,Dorados,3,0,H,2,0,H,1.65,4.3,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85108,2015,Mexico Liga MX,Mexico
102576,2015-11-22 02:30:00,Morelia,Veracruz,1,2,A,1,1,D,2.0,3.76,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85109,2015,Mexico Liga MX,Mexico
40612,2015-11-22 03:00:00,Chiapas,Pachuca,3,2,H,3,1,H,2.2,3.72,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85110,2015,Mexico Liga MX,Mexico
40613,2015-11-22 18:00:00,Toluca,Monterrey,3,1,H,0,0,D,2.37,3.68,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85111,2015,Mexico Liga MX,Mexico
102579,2015-11-22 23:00:00,Guadalajara,Santos Laguna,0,3,A,0,1,A,2.17,3.57,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85112,2015,Mexico Liga MX,Mexico
102580,2015-11-26 01:00:00,América,León,4,1,H,3,1,H,1.86,3.87,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85113,2015,Mexico Liga MX,Mexico
102581,2015-11-26 03:00:00,Tigres UANL,Chiapas,2,1,H,1,0,H,1.67,4.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85114,2015,Mexico Liga MX,Mexico
40617,2015-11-27 01:00:00,Veracruz,Pumas UNAM,1,0,H,1,0,H,2.77,3.47,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85115,2015,Mexico Liga MX,Mexico
40618,2015-11-27 03:00:00,Puebla,Toluca,2,2,D,0,2,A,2.78,3.4,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85116,2015,Mexico Liga MX,Mexico
102584,2015-11-29 00:00:00,Chiapas,Tigres UANL,0,1,A,0,1,A,2.93,3.44,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85117,2015,Mexico Liga MX,Mexico
102585,2015-11-29 02:06:00,León,América,2,1,H,1,0,H,2.4,3.8,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85118,2015,Mexico Liga MX,Mexico
102586,2015-11-29 18:00:00,Pumas UNAM,Veracruz,1,0,H,1,0,H,1.67,4.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85119,2015,Mexico Liga MX,Mexico
40622,2015-11-29 23:00:00,Toluca,Puebla,1,0,H,0,0,D,1.85,3.69,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85120,2015,Mexico Liga MX,Mexico
40623,2015-12-04 01:00:00,América,Pumas UNAM,0,3,A,0,0,D,2.04,3.68,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85121,2015,Mexico Liga MX,Mexico
102589,2015-12-04 03:00:00,Tigres UANL,Toluca,0,0,D,0,0,D,1.87,3.67,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85122,2015,Mexico Liga MX,Mexico
102590,2015-12-06 18:00:00,Pumas UNAM,América,1,3,A,0,2,A,2.71,3.58,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85123,2015,Mexico Liga MX,Mexico
40626,2015-12-07 00:00:00,Toluca,Tigres UANL,0,2,A,0,0,D,2.7,3.38,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85124,2015,Mexico Liga MX,Mexico
40629,2016-01-09 01:30:00,Querétaro,Atlas,1,3,A,1,2,A,2.32,3.37,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85127,2015,Mexico Liga MX,Mexico
40630,2016-01-09 03:30:00,Tijuana,Pachuca,1,1,D,1,1,D,2.19,3.65,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85128,2015,Mexico Liga MX,Mexico
102596,2016-01-09 23:00:00,América,Puebla,0,0,D,0,0,D,1.61,4.28,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85129,2015,Mexico Liga MX,Mexico
102597,2016-01-10 01:00:00,Monterrey,Pumas UNAM,1,0,H,0,0,D,2.38,3.5,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85130,2015,Mexico Liga MX,Mexico
102598,2016-01-10 02:06:00,León,Santos Laguna,2,0,H,0,0,D,1.97,3.84,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,85131,2015,Mexico Liga MX,Mexico
